,term,weight,occurrences,documents_in,sentences_in
7884,settlement stop,0.00021620300625939043,1,,
7885,seventy,0.0006689870717744077,1,doc5.txt,"At that point, seventy-five U.S."
7886,sew,0.0010661807154993888,2,"doc6.txt, doc5.txt, doc3.txt","Right now, there are forces within the former Soviet Union and elsewhere that want these non-proliferation programs to stop. 
        
        Drawing down our troops in Iraq will allow us to redeploy additional troops to Northern Iraq and elsewhere in the region as an over-the-horizon force. 
        
        The Chairman of the Joint Chiefs recently said that if a conflict arose in North Korea, we’d have to largely rely on the Navy and Air Force to take care of it, since the Army and Marines are engaged elsewhere. 
        
        I did not need sewing either."
7887,sew college,0.00046917908408030946,1,,
7888,sewing,0.0005386105282323487,1,doc3.txt,I did not need sewing either.
7889,sews,0.000647544179711068,1,doc3.txt,My mother sews.
7890,sex,0.00018685383970549433,1,doc2.txt,"I know there are differences on same-sex marriage, but surely we can agree that our gay and lesbian brothers and sisters deserve to visit the person they love in the hospital and to live lives free of discrimination."
7891,sex marriage,0.00018685383970549433,1,doc2.txt,"I know there are differences on same-sex marriage, but surely we can agree that our gay and lesbian brothers and sisters deserve to visit the person they love in the hospital and to live lives free of discrimination."
7892,shadow,0.0001816936838176701,1,doc1.txt,"And that is why, in the shadow of the Old State Capitol, where Lincoln once called on a divided house to stand together, where common hopes and common dreams still, I stand before you today to announce my candidacy for President of the United States."
7893,shadow old,0.0001816936838176701,1,,
7894,shake,0.00034941307283041994,2,"doc1.txt, doc3.txt","And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you. 
        
        And in the midst of this rally, someone comes up to me and says that there's a woman who'd like to come meet you, and she's traveled a long way and she wants to take a picture and shake your hand. 
        
        In a century just six years old, our faith has been shaken by war and terror, disaster and despair, threats to the middle-class dream, and scandal and corruption in our government. 
        
        Our faith has been shaken, but the people running Washington aren't willing to make us believe again."
7895,shake hand,0.0002164262211915265,1,,
7896,shake slumber,0.0001539908424369834,1,,
7897,shaken,0.0004761025490545531,2,doc3.txt,"In a century just six years old, our faith has been shaken by war and terror, disaster and despair, threats to the middle-class dream, and scandal and corruption in our government. 
        
        Our faith has been shaken, but the people running Washington aren't willing to make us believe again."
7898,shaken people,0.0002938597697712053,1,,
7899,shaken war,0.0002108623540413372,1,,
7900,shaky,0.00016830792970640867,1,doc4.txt,"This coalition succeeded by promising change, and their early gestures - the dismissal of the shaky judges, the renewed vigor of the investigation into the Goldenberg scandal, the calls for real disclosure of elected officials' personal wealth - were all promising."
7901,shaky judges,0.00016830792970640867,1,doc4.txt,"This coalition succeeded by promising change, and their early gestures - the dismissal of the shaky judges, the renewed vigor of the investigation into the Goldenberg scandal, the calls for real disclosure of elected officials' personal wealth - were all promising."
7902,shall,0.0003515224317227448,1,doc2.txt,"""And as we walk, we must make the pledge that we shall always march ahead."
7903,shall march,0.0003515224317227448,1,,
7904,shame,0.00022958438375622153,1,doc3.txt,"A while ago, I was reading through Jonathan Kozol's new book, Shame of a Nation, which tells of his travels to underprivileged schools across America."
7905,shame nation,0.00022958438375622153,1,,
7906,shape,0.00031599122640752614,1,"doc4.txt, doc1.txt, doc2.txt","And, I will do my part to shape an intelligent foreign policy that promotes peace and prosperity. 
        
        Let us be the generation that reshapes our economy to compete in the digital age. 
        
        Theirs are the stories that shaped me."
7907,shape intelligent,0.00031599122640752614,1,,
7908,shaped,0.0004891597242939619,1,doc2.txt,Theirs are the stories that shaped me.
7909,share,0.0006745598793820363,3,"doc4.txt, doc3.txt, doc2.txt","But while corruption is a problem we all share, here in Kenya it is a crisis - a crisis that's robbing an honest people of the opportunities they have fought for - the opportunity they deserve. 
        
        I know from these stories that my father was not a perfect man - that he made his share of mistakes and disappointed his share of people in his lifetime. 
        
        I've often thought about Mireya and her simple dream and all those before her who've shared that dream too. 
        
        Four years ago, I stood before you and told you my story - of the brief union between a young man from Kenya and a young woman from Kansas who weren't well-off or well-known, but shared a belief that in America, their son could achieve whatever he put his mind to."
7910,share kenya,0.00022917720409636107,1,,
7911,share mistakes,0.0002429659790358019,1,,
7912,share people,0.0002429659790358019,1,,
7913,shared,0.00044265712737537576,2,"doc3.txt, doc2.txt","I've often thought about Mireya and her simple dream and all those before her who've shared that dream too. 
        
        Four years ago, I stood before you and told you my story - of the brief union between a young man from Kenya and a young woman from Kansas who weren't well-off or well-known, but shared a belief that in America, their son could achieve whatever he put his mind to."
7914,shared belief,0.00018186681754581141,1,,
7915,shared dream,0.00028739940649210883,1,,
7916,sharing,0.000471709648285949,2,doc1.txt,"Each of us, in our own lives, will have to accept responsibility - for instilling an ethic of achievement in our children, for adapting to a more competitive economy, for strengthening our communities, and sharing some measure of sacrifice. 
        
        And as our economy changes, let's be the generation that ensures our nation's workers are sharing in our prosperity."
7917,sharing measure,0.00020950214102195608,1,,
7918,sharing prosperity,0.00029056301506371647,1,,
7919,shed,0.0001410588658680884,1,"doc6.txt, doc5.txt, doc4.txt, doc1.txt, doc2.txt","But this is one story that shows our job is far from finished at a time when demand for these weapons has never been greater. 
        
        “Mission Accomplished,” “cut and run,” “stay the course” ? 
        
        Today, the Iraqi landscape is littered with ill-conceived, half-finished projects that have done almost nothing to help the Iraqi people or stabilize the country. 
        
        I had just finished three years of work as a community organizer in low-income neighborhoods of Chicago, and was about to enroll in law school."
7920,shed kenyan,0.0001410588658680884,1,doc4.txt,"Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive."
7921,shia,0.000603161977649159,3,"doc5.txt, doc1.txt","Sectarian violence has reached an all-time high, and 365,000 Iraqis have fled their homes since the bombing of a Shia mosque in Samarra last February. 
        
        And all the troops in the world won’t be able to force Shia, Sunni, and Kurd to sit down at a table, resolve their differences, and forge a lasting peace. 
        
        Letting the Iraqis know that we will not be there forever is our last, best hope to pressure the Sunni and Shia to come to the table and find peace."
7922,shia come,0.00024331867687775837,1,,
7923,shia mosque,0.00020934428730497493,1,doc5.txt,"Sectarian violence has reached an all-time high, and 365,000 Iraqis have fled their homes since the bombing of a Shia mosque in Samarra last February."
7924,shia sunni,0.00021524278421922183,1,,
7925,shield,0.00016264052650489066,1,doc4.txt,"It can shield a war criminal - even one like Felicien Kabuga, suspected of helping to finance and orchestrate the Rwandan genocide - by allowing him to purchase safe haven for a time and robbing all humanity of the opportunity to bring the criminal to justice."
7926,shield war,0.00016264052650489066,1,,
7927,shift,0.000152886105259444,1,doc2.txt,"In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country with the help of student loans and scholarships."
7928,shift think,0.000152886105259444,1,,
7929,shiite,0.000260833387300445,2,doc5.txt,"“rejected the notion of an American ‘timeline’ for action on urgent Iraqi political issues; ordered American commanders to lift checkpoints they had set up around the Shiite district of Sadr City to hunt for a kidnapped American soldier and a fugitive Shiite death squad leader; and blamed the Americans for the deteriorating security situation in Iraq.”
This is now the reality of Iraq. 
        
        standing up an army composed mainly of Shiites and Kurds will only cause the Sunnis to feel more threatened and fight even harder."
7930,shiite death,0.0001304166936502225,1,doc5.txt,"“rejected the notion of an American ‘timeline’ for action on urgent Iraqi political issues; ordered American commanders to lift checkpoints they had set up around the Shiite district of Sadr City to hunt for a kidnapped American soldier and a fugitive Shiite death squad leader; and blamed the Americans for the deteriorating security situation in Iraq.”
This is now the reality of Iraq."
7931,shiite district,0.0001304166936502225,1,doc5.txt,"“rejected the notion of an American ‘timeline’ for action on urgent Iraqi political issues; ordered American commanders to lift checkpoints they had set up around the Shiite district of Sadr City to hunt for a kidnapped American soldier and a fugitive Shiite death squad leader; and blamed the Americans for the deteriorating security situation in Iraq.”
This is now the reality of Iraq."
7932,shiites,0.0002326250066627589,1,doc5.txt,standing up an army composed mainly of Shiites and Kurds will only cause the Sunnis to feel more threatened and fight even harder.
7933,shiites kurds,0.0002326250066627589,1,,
7934,shillings,0.0001387597555140617,1,doc4.txt,"But for all the progress that has been made, we must surely acknowledge that neither Kenya nor the African continent have yet fulfilled their potential - that the hopefulness of the post-colonial era has been replaced by cynicism and sometimes despair, and that true freedom has not yet been won for those struggling to live on less than a few shillings a day, for those who have fallen prey to HIV/AIDS or malaria, to those ordinary citizens who continue to find themselves trapped in the crossfire of war or ethnic conflict."
7935,shillings day,0.0001387597555140617,1,,
7936,ship,0.00019419684449405817,1,"doc6.txt, doc5.txt, doc4.txt, doc1.txt, doc3.txt, doc2.txt","For any of these efforts that I've mentioned to work as we move forward, we must also think critically and strategically about Washington's relationship with Moscow. 
        
        Additionally, in the last few years, we've seen some disturbing trends from Russia itself - the deterioration of democracy and the rule of law, the abuses that have taken place in Chechnya, Russian meddling in the former Soviet Union - that raise serious questions about our relationship. 
        
        But when we think about the threat that these weapons pose to our global security, we cannot allow the U.S.-Russian relationship to deteriorate to the point where Russia does not think it's in their best interest to help us finish the job we started. 
        
        One way we could strengthen this relationship is by thinking about the Russians as more of a partner and less of a subordinate in the Cooperative Threat Reduction effort."
7937,ship jobs,0.00019419684449405817,1,doc2.txt,"Unlike John McCain, I will stop giving tax breaks to corporations that ship jobs overseas, and I will start giving them to companies that create good jobs right here in America."
7938,shipped,0.0001793981361219783,1,doc2.txt,"This country is more generous than one where a man in Indiana has to pack up the equipment he's worked on for twenty years and watch it shipped off to China, and then chokes up as he explains how he felt like a failure when he went home to tell his family the news."
7939,shipped china,0.0001793981361219783,1,,
7940,shop,0.00019157790816545992,1,"doc6.txt, doc3.txt","We've heard the horror stories - attempts by rogue states to recruit former Soviet weapons scientists; terrorists shopping for weapons grade materials on the black market. 
        
        It's a time where you can go to any town hall or street corner or coffee shop and hear people express the same anxiety about the future; hear them convey the same uncertainty about the direction we're headed as a country. 
        
        I went to bake sales and barber shops and if there were two guys standing on the corner I'd pull up and hand them literature."
7941,shop hear,0.00019157790816545992,1,,
7942,shopping,0.00020070350630793185,1,doc6.txt,We've heard the horror stories - attempts by rogue states to recruit former Soviet weapons scientists; terrorists shopping for weapons grade materials on the black market.
7943,shopping weapons,0.00020070350630793185,1,,
7944,shops,0.00023968567656446234,1,doc3.txt,I went to bake sales and barber shops and if there were two guys standing on the corner I'd pull up and hand them literature.
7945,shops guys,0.00023968567656446234,1,,
7946,shores,0.0006135688434749092,3,"doc1.txt, doc3.txt, doc2.txt","We welcomed immigrants to our shores, we opened railroads to the west, we landed a man on the moon, and we heard a King's call to let justice roll down like water, and righteousness like a mighty stream. 
        
        How she saw unions rise up and a middle-class prosper, and watched immigrants leave distant shores in search of an idea known as America. 
        
        Our universities and our culture are the envy of the world, but that's not what keeps the world coming to our shores."
7947,shores opened,0.00017806486821007149,1,,
7948,shores search,0.0002159988330670781,1,,
7949,shortcomings,0.0005377350317427516,2,doc6.txt,"I also saw their ability to ensure that shortcomings were addressed and programs were implemented correctly. 
        
        It's important for senior officials to go and visit these sites, to check their progress and shortcomings; to see what's working and what's not."
7950,shortcomings addressed,0.0002915753973642251,1,,
7951,shortcomings working,0.00027848407366479487,1,,
7952,shot,0.0002868173361649738,1,doc3.txt,"The idea that everybody has a stake in the country, that we're all in it together and everybody's got a shot at opportunity."
7953,shot opportunity,0.0002868173361649738,1,,
7954,shoulder,0.000215111185434872,1,doc2.txt,Tell that to the military families who shoulder their burdens silently as they watch their loved ones leave for their third or fourth or fifth tour of duty.
7955,shoulder burdens,0.000215111185434872,1,,
7956,showed,0.0006038266204194565,3,"doc5.txt, doc4.txt","But only if U.S. commanders think such a force would be effective; if there is substantial movement towards a political solution among Iraqi factions; if the Iraqi government showed a serious commitment to disbanding the militias; and if the Iraqi government asked us ? 
        
        9/11 showed us that try as we might to ignore the rest of the world, our enemies will no longer ignore us. 
        
        In fact, one recent survey showed that corruption in Kenya costs local firms 6% of their revenues, the difference between good-paying jobs in Kenya or somewhere else."
7957,showed commitment,0.00019021018979663193,1,,
7958,showed corruption,0.00021529821409549488,1,,
7959,showed try,0.00026313333043627175,1,,
7960,showing,0.00020675969289147983,1,doc2.txt,"Tell that to the proud auto workers at a Michigan plant who, after they found out it was closing, kept showing up every day and working as hard as ever, because they knew there were people who counted on the brakes that they made."
7961,showing day,0.00020675969289147983,1,,
7962,shown,0.000263766613534222,1,doc2.txt,"You have shown what history teaches us - that at defining moments like this one, the change we need doesn't come from Washington."
7963,shown history,0.000263766613534222,1,,
7964,shows,0.00028742675469784536,1,doc6.txt,But this is one story that shows our job is far from finished at a time when demand for these weapons has never been greater.
7965,shows job,0.00028742675469784536,1,,
7966,shut,0.00040292230122509055,2,"doc1.txt, doc2.txt","In the face of a politics that's shut you out, that's told you to settle, that's divided us for too long, you believe we can be one people, reaching for what's possible, building that more perfect union. 
        
        When I listen to another worker tell me that his factory has shut down, I remember all those men and women on the South Side of Chicago who I stood by and fought for two decades ago after the local steel plant closed."
7967,shut remember,0.00019622424751303236,1,,
7968,shut told,0.0002309186022986428,1,,
7969,siaya,0.0002428479798649521,1,doc4.txt,"I learned how my father had grown up in a tiny village called Alego, near Siaya, during this period of tumult."
7970,siaya period,0.0002428479798649521,1,,
7971,sick,0.000667759534245921,4,"doc4.txt, doc2.txt","And corruption also erodes the state from the inside out, sickening the justice system until there is no justice to be found, poisoning the police forces until their presence becomes a source of insecurity rather than comfort. 
        
        We measure the strength of our economy not by the number of billionaires we have or the profits of the Fortune 500, but by whether someone with a good idea can take a risk and start a new business, or whether the waitress who lives on tips can take a day off to look after a sick kid without losing her job - an economy that honors the dignity of work. 
        
        And as someone who watched my mother argue with insurance companies while she lay in bed dying of cancer, I will make certain those companies stop discriminating against those who are sick and need care the most. 
        
        Now is the time to help families with paid sick days and better family leave, because nobody in America should have to choose between keeping their jobs and caring for a sick child or ailing parent."
7972,sick child,0.0001930508779255235,1,doc2.txt,"Now is the time to help families with paid sick days and better family leave, because nobody in America should have to choose between keeping their jobs and caring for a sick child or ailing parent."
7973,sick days,0.0001930508779255235,1,doc2.txt,"Now is the time to help families with paid sick days and better family leave, because nobody in America should have to choose between keeping their jobs and caring for a sick child or ailing parent."
7974,sick kid,0.00015846355932028927,1,doc2.txt,"We measure the strength of our economy not by the number of billionaires we have or the profits of the Fortune 500, but by whether someone with a good idea can take a risk and start a new business, or whether the waitress who lives on tips can take a day off to look after a sick kid without losing her job - an economy that honors the dignity of work."
7975,sick need,0.000194871930543923,1,,
7976,sickening,0.0002091665178905949,1,doc4.txt,"And corruption also erodes the state from the inside out, sickening the justice system until there is no justice to be found, poisoning the police forces until their presence becomes a source of insecurity rather than comfort."
7977,sickening justice,0.0002091665178905949,1,,
7978,sight,0.0002238717340885138,1,"doc5.txt, doc1.txt, doc3.txt, doc2.txt","Such lack of foresight is simply inexcusable. 
        
        And I accepted the job, sight unseen, motivated then by a single, simple, powerful idea - that I might play a small part in building a better America. 
        
        For the last six years we've been told that our mounting debts don't matter, we've been told that the anxiety Americans feel about rising health care costs and stagnant wages are an illusion, we've been told that climate change is a hoax, and that tough talk and an ill-conceived war can replace diplomacy, and strategy, and foresight. 
        
        It allows us to say to the child who didn't have the foresight to choose the right parents or be born in the right suburb - pick yourself up by your bootstraps."
7979,sight unseen,0.0002238717340885138,1,doc1.txt,"And I accepted the job, sight unseen, motivated then by a single, simple, powerful idea - that I might play a small part in building a better America."
7980,sights,0.0003750154567232737,2,doc2.txt,"For while Senator McCain was turning his sights to Iraq just days after 9/11, I stood up and opposed this war, knowing that it would distract us from the real threats we face. 
        
        When John McCain said we could just ""muddle through"" in Afghanistan, I argued for more resources and more troops to finish the fight against the terrorists who actually attacked us on 9/11, and made clear that we must take out Osama bin Laden and his lieutenants if we have them in our sights."
7981,sights iraq,0.0002139203624846703,1,,
7982,signed,0.0001952589234601253,1,"doc1.txt, doc2.txt","The genius of our founders is that they designed a system of government that can be changed. 
        
        Because in the faces of those young veterans who come back from Iraq and Afghanistan, I see my grandfather, who signed up after Pearl Harbor, marched in Patton's Army, and was rewarded by a grateful nation with the chance to go to college on the GI Bill."
7983,signed pearl,0.0001952589234601253,1,,
7984,significant,0.0010983602922442549,4,"doc5.txt, doc4.txt","Senators, Republican and Democrat, including myself, had also voted in favor of a resolution demanding that 2006 be a year of significant transition in Iraq. 
        
        What we have seen instead is a year of significant deterioration. 
        
        There are no options that do not carry significant risks. 
        
        It’s not clear that these troop levels are sustainable for a significant period of time, and according to our commanders on the ground, adding American forces will only relieve the Iraqis from doing more on their own."
7985,significant deterioration,0.0004070419532438296,1,doc5.txt,What we have seen instead is a year of significant deterioration.
7986,significant period,0.00021075812564889612,1,doc5.txt,"It’s not clear that these troop levels are sustainable for a significant period of time, and according to our commanders on the ground, adding American forces will only relieve the Iraqis from doing more on their own."
7987,significant risks,0.00041733012865929984,1,doc5.txt,There are no options that do not carry significant risks.
7988,significant transition,0.00022466206790675074,1,doc5.txt,"Senators, Republican and Democrat, including myself, had also voted in favor of a resolution demanding that 2006 be a year of significant transition in Iraq."
7989,significantly,0.0005806228177471021,2,"doc5.txt, doc4.txt","In such a scenario, it is conceivable that a significantly reduced U.S. force might remain in Iraq for a more extended period of time. 
        
        Willingness to report corruption is increasingly significantly in Kenya."
7990,significantly kenya,0.00034972146068846957,1,,
7991,significantly reduced,0.00026580387579478744,1,doc5.txt,"In such a scenario, it is conceivable that a significantly reduced U.S. force might remain in Iraq for a more extended period of time."
7992,signs,0.0004875800409313468,1,doc4.txt,The good news is that there are already signs of progress here.
7993,signs progress,0.0004875800409313468,1,,
7994,silently,0.000215111185434872,1,doc2.txt,Tell that to the military families who shoulder their burdens silently as they watch their loved ones leave for their third or fourth or fifth tour of duty.
7995,silently watch,0.000215111185434872,1,,
7996,similar,0.0005435923036727615,2,"doc5.txt, doc1.txt","I spoke here a year ago and delivered a message about Iraq that was similar to the one I did today. 
        
        After all, every four years, candidates from both parties make similar promises, and I expect this year will be no different."
7997,similar did,0.0002914485170306092,1,,
7998,similar promises,0.0002848203194683769,1,doc1.txt,"After all, every four years, candidates from both parties make similar promises, and I expect this year will be no different."
7999,simple,0.0006744831700672077,3,"doc4.txt, doc1.txt, doc3.txt","Today, we're starting to see that the Kenyan people want more than a simple changing of the guard, more than piecemeal reforms to a crisis that's crippling their country. 
        
        And I accepted the job, sight unseen, motivated then by a single, simple, powerful idea - that I might play a small part in building a better America. 
        
        I've often thought about Mireya and her simple dream and all those before her who've shared that dream too."
8000,simple changing,0.00023561146008340428,1,doc4.txt,"Today, we're starting to see that the Kenyan people want more than a simple changing of the guard, more than piecemeal reforms to a crisis that's crippling their country."
8001,simple dream,0.00028739940649210883,1,doc3.txt,I've often thought about Mireya and her simple dream and all those before her who've shared that dream too.
8002,simple powerful,0.0002238717340885138,1,,
8003,simply,0.0017232527844887342,8,"doc6.txt, doc5.txt, doc1.txt","For a scientist or other employee to simply walk out of the lab with enough material to construct a weapon of mass destruction is far too easy, and the consequences would be far too devastating. 
        
        It is not enough for him to simply lay out benchmarks for progress with no consequences attached for failing to meet them. 
        
        And it is not enough for the President to tell us that victory in this war is simply a matter of American resolve. 
        
        It may be politically advantageous for the President to simply define victory as staying and defeat as leaving, but it prevents a serious conversation about the realistic objectives we can still achieve in Iraq."
8004,simply define,0.00020955194324675003,1,doc5.txt,"It may be politically advantageous for the President to simply define victory as staying and defeat as leaving, but it prevents a serious conversation about the realistic objectives we can still achieve in Iraq."
8005,simply inexcusable,0.0004301618453998048,1,doc5.txt,Such lack of foresight is simply inexcusable.
8006,simply lay,0.00029493570649951923,1,doc5.txt,It is not enough for him to simply lay out benchmarks for progress with no consequences attached for failing to meet them.
8007,simply local,0.00014717041548000236,1,doc1.txt,"I saw that the problems people faced weren't simply local in nature - that the decision to close a steel mill was made by distant executives; that the lack of textbooks and computers in schools could be traced to the skewed priorities of politicians a thousand miles away; and that when a child turns to violence, there's a hole in his heart no government could ever fill."
8008,simply matter,0.00031623880526454693,1,,
8009,simply plan,0.0002954217261912658,1,doc5.txt,"The second lesson is that in any conflict, it is not enough to simply plan for war; you must also plan for success."
8010,simply productive,0.00028288785496160016,1,,
8011,simply walk,0.00020591112621419505,1,doc6.txt,"For a scientist or other employee to simply walk out of the lab with enough material to construct a weapon of mass destruction is far too easy, and the consequences would be far too devastating."
8012,single,0.0009504498279520501,5,"doc5.txt, doc1.txt, doc3.txt, doc2.txt","300,000 Iraqi security forces have supposedly been recruited and trained over the last two years, and yet American troop levels have not been reduced by a single soldier. 
        
        And I accepted the job, sight unseen, motivated then by a single, simple, powerful idea - that I might play a small part in building a better America. 
        
        Every single person willing to work should be able to get job training that leads to a job, and earn a living wage that can pay the bills, and afford child care so their kids have a safe place to go when they work. 
        
        That if you give a speech where you rattle off statistics about the stock market being up and orders for durable goods being on the rise, no one will notice the single mom whose two jobs won't pay the bills or the student who can't afford his college dreams."
8013,single american,0.0003122326654682535,1,doc2.txt,"Now is the time to finally keep the promise of affordable, accessible health care for every single American."
8014,single mom,0.00018813641482865614,1,doc3.txt,"That if you give a speech where you rattle off statistics about the stock market being up and orders for durable goods being on the rise, no one will notice the single mom whose two jobs won't pay the bills or the student who can't afford his college dreams."
8015,single person,0.00018204881843506416,1,doc1.txt,"Every single person willing to work should be able to get job training that leads to a job, and earn a living wage that can pay the bills, and afford child care so their kids have a safe place to go when they work."
8016,single simple,0.0002238717340885138,1,,
8017,single soldier,0.0002166944818657488,1,doc5.txt,"300,000 Iraqi security forces have supposedly been recruited and trained over the last two years, and yet American troop levels have not been reduced by a single soldier."
8018,siphons,0.00020290406530833487,1,doc4.txt,"It is painfully obvious that corruption stifles development - it siphons off scarce resources that could improve infrastructure, bolster education systems, and strengthen public health."
8019,siphons scarce,0.00020290406530833487,1,,
8020,sister,0.001142528425941545,6,"doc4.txt, doc3.txt, doc2.txt","My sister, Auma, was teaching that year at this university, and so I came to stay with her for a month. 
        
        Instead of a motorcade, we traveled in my sister's old VW Beetle, which even then was already ten years old. 
        
        I slept on the couch of my sister's apartment, not a fancy hotel, and often took my meals at a small tea-house in downtown Nairobi. 
        
        In addition, we know that the more information the public is provided, the easier it will be for your Kenyan brothers and sisters out in the villages to evaluate whether they are being treated fairly by their public servants or not."
8021,sister apartment,0.00021915861439368776,1,,
8022,sister auma,0.0002939088919559814,1,,
8023,sister keeper,0.00042084571001104127,2,,
8024,sister old,0.00027311614866725765,1,,
8025,sister worked,0.000152886105259444,1,,
8026,sisters,0.00036919252982427946,2,"doc4.txt, doc2.txt","In addition, we know that the more information the public is provided, the easier it will be for your Kenyan brothers and sisters out in the villages to evaluate whether they are being treated fairly by their public servants or not. 
        
        I know there are differences on same-sex marriage, but surely we can agree that our gay and lesbian brothers and sisters deserve to visit the person they love in the hospital and to live lives free of discrimination."
8027,sisters deserve,0.00018685383970549433,1,doc2.txt,"I know there are differences on same-sex marriage, but surely we can agree that our gay and lesbian brothers and sisters deserve to visit the person they love in the hospital and to live lives free of discrimination."
8028,sisters villages,0.00020453166772073134,1,,
8029,sit,0.0006341849577547226,3,"doc6.txt, doc5.txt, doc4.txt, doc3.txt, doc2.txt","We were in Ukraine, visiting a pathogen laboratory in Kiev. 
        
        And as we speak, members of Al Qaeda and other terrorists organizations are aggressively pursuing weapons of mass destruction, which they would use without hesitation. 
        
        With the situation in Russia and the rest of the former Soviet Union so drastically different than it was in 1991, or even in 1996 or 2001, what must we do to effectively confront this threat in the days and years to come? 
        
        For years, Nunn-Lugar programs have been effectively upgrading security at sites in six countries across the former Soviet Union."
8030,sit bus,0.00018134682439061999,1,,
8031,sit table,0.00021524278421922183,1,,
8032,sit wait,0.0003056691453078521,1,,
8033,sites,0.0007193016927353627,3,doc6.txt,"For years, Nunn-Lugar programs have been effectively upgrading security at sites in six countries across the former Soviet Union. 
        
        And it means more sustained engagement, including more senior-level visits to Nunn-Lugar program sites. 
        
        It's important for senior officials to go and visit these sites, to check their progress and shortcomings; to see what's working and what's not."
8034,sites check,0.00027848407366479487,1,,
8035,sites countries,0.0002662424875733289,1,,
8036,sits,0.00020716567335444996,1,"doc6.txt, doc2.txt","And it means more sustained engagement, including more senior-level visits to Nunn-Lugar program sites. 
        
        But lately we haven't seen many of these visits. 
        
        We are more compassionate than a government that lets veterans sleep on our streets and families slide into poverty; that sits on its hands while a major American city drowns before our eyes."
8037,sits hands,0.00020716567335444996,1,,
8038,situation,0.0011239648851663786,6,"doc6.txt, doc5.txt","With the situation in Russia and the rest of the former Soviet Union so drastically different than it was in 1991, or even in 1996 or 2001, what must we do to effectively confront this threat in the days and years to come? 
        
        According to our own Pentagon, the situation on the ground is now pointing towards chaos. 
        
        “rejected the notion of an American ‘timeline’ for action on urgent Iraqi political issues; ordered American commanders to lift checkpoints they had set up around the Shiite district of Sadr City to hunt for a kidnapped American soldier and a fugitive Shiite death squad leader; and blamed the Americans for the deteriorating security situation in Iraq.”
This is now the reality of Iraq. 
        
        The redeployment could be temporarily suspended if the parties in Iraq reach an effective political arrangement that stabilizes the situation and they offer us a clear and compelling rationale for maintaining certain troop levels."
8039,situation baghdad,0.00026441971128669106,1,,
8040,situation ground,0.00033870299939206864,1,,
8041,situation iraq,0.0001304166936502225,1,,
8042,situation offer,0.00018718526630043334,1,,
8043,situation russia,0.00020994144669016297,1,,
8044,sixties,0.00018879443120135486,1,doc4.txt,"In many ways, he embodied the new Africa of the early Sixties, a man who had obtained the knowledge of the Western world, and sought to bring it back home, where he hoped he could help create a new nation."
8045,sixties man,0.00018879443120135486,1,,
8046,size,0.0002540240197426486,1,"doc6.txt, doc5.txt, doc4.txt","But because of the size, secrecy, and scope of the Soviet biological weapons program, we are still dangerously behind in dealing with this proliferation threat. 
        
        Let me emphasize one vital point ? 
        
        So if the government found ways to downsize the bureaucracy - to cut out the positions that aren't necessary or useful - it could use the extra money to increase the salary of other government officials."
8047,size secrecy,0.0002540240197426486,1,,
8048,skepticism,0.0006644287913868932,1,doc1.txt,I understand the skepticism.
8049,skewed,0.00014717041548000236,1,doc1.txt,"I saw that the problems people faced weren't simply local in nature - that the decision to close a steel mill was made by distant executives; that the lack of textbooks and computers in schools could be traced to the skewed priorities of politicians a thousand miles away; and that when a child turns to violence, there's a hole in his heart no government could ever fill."
8050,skewed priorities,0.00014717041548000236,1,doc1.txt,"I saw that the problems people faced weren't simply local in nature - that the decision to close a steel mill was made by distant executives; that the lack of textbooks and computers in schools could be traced to the skewed priorities of politicians a thousand miles away; and that when a child turns to violence, there's a hole in his heart no government could ever fill."
8051,skill,0.00030024999070839,1,doc6.txt,"Time and time again on the trip, I saw their skill and experience when negotiating with the Russians."
8052,skill experience,0.00030024999070839,1,,
8053,sky,0.0002835201718654496,1,doc3.txt,"I've thought about the fact that when she was born, there weren't cars on the road, and no airplanes in the sky. 
        
        We've seen the cost of health care and child care and gasoline skyrocket."
8054,skyrocket,0.0002990269461423618,1,doc3.txt,We've seen the cost of health care and child care and gasoline skyrocket.
8055,slate,0.00018432481043899115,1,doc2.txt,"Let me express my thanks to the historic slate of candidates who accompanied me on this journey, and especially the one who traveled the farthest - a champion for working Americans and an inspiration to my daughters and to yours -- Hillary Rodham Clinton."
8056,slate candidates,0.00018432481043899115,1,,
8057,slave,0.000279673418606577,1,"doc1.txt, doc3.txt","It is because of the millions who rallied to his cause that we are no longer divided, North and South, slave and free. 
        
        As Lincoln organized the forces arrayed against slavery, he was heard to say: ""Of strange, discordant, and even hostile elements, we gathered from the four winds, and formed and fought to battle through."" 
        
        That she was born under the cloud of Jim Crow, free in theory but still enslaved in so many ways."
8058,slave free,0.000279673418606577,1,,
